#,DateTime,Temperature_C,Event,mm
,6/13/2022 8:02,,420,0.254
,6/13/2022 8:07,,421,0.254
,6/13/2022 8:13,,422,0.254
,6/13/2022 8:20,,423,0.254
,6/13/2022 8:26,,424,0.254
,6/13/2022 8:32,,425,0.254
,6/13/2022 8:40,,426,0.254
,6/13/2022 8:46,,427,0.254
,6/13/2022 8:52,,428,0.254
,6/13/2022 8:58,,429,0.254
,6/13/2022 9:00,8.282,,
,6/13/2022 9:17,,430,0.254
,6/13/2022 9:33,,431,0.254
,6/13/2022 9:47,,432,0.254
,6/13/2022 9:56,,433,0.254
,6/13/2022 10:00,8.978,,
,6/13/2022 10:10,,434,0.254
,6/13/2022 10:26,,435,0.254
,6/13/2022 10:38,,436,0.254
,6/13/2022 10:57,,437,0.254
,6/13/2022 11:00,8.978,,
,6/13/2022 11:13,,438,0.254
,6/13/2022 11:27,,439,0.254
,6/13/2022 11:48,,440,0.254
,6/13/2022 12:00,9.669,,
,6/13/2022 12:10,,441,0.254
,6/13/2022 12:29,,442,0.254
,6/13/2022 12:44,,443,0.254
,6/13/2022 13:00,10.161,,
,6/13/2022 13:00,,444,0.254
,6/13/2022 13:15,,445,0.254
,6/13/2022 13:33,,446,0.254
,6/13/2022 13:50,,447,0.254
,6/13/2022 14:00,9.768,,
,6/13/2022 14:05,,448,0.254
,6/13/2022 14:17,,449,0.254
,6/13/2022 14:36,,450,0.254
,6/13/2022 14:56,,451,0.254
,6/13/2022 15:00,10.063,,
,6/13/2022 15:20,,452,0.254
,6/13/2022 15:49,,453,0.254
,6/13/2022 16:00,10.553,,
,6/13/2022 16:35,,454,0.254
,6/13/2022 17:00,9.373,,
,6/13/2022 17:42,,455,0.254
,6/13/2022 18:00,7.782,,
,6/13/2022 18:04,,456,0.254
,6/13/2022 18:17,,457,0.254
,6/13/2022 18:28,,458,0.254
,6/13/2022 18:36,,459,0.254
,6/13/2022 18:45,,460,0.254
,6/13/2022 18:51,,461,0.254
,6/13/2022 18:59,,462,0.254
,6/13/2022 19:00,6.37,,
,6/13/2022 19:04,,463,0.254
,6/13/2022 19:10,,464,0.254
,6/13/2022 19:17,,465,0.254
,6/13/2022 19:24,,466,0.254
,6/13/2022 19:32,,467,0.254
,6/13/2022 19:42,,468,0.254
,6/13/2022 19:47,,469,0.254
,6/13/2022 19:54,,470,0.254
,6/13/2022 19:58,,471,0.254
,6/13/2022 20:00,5.655,,
,6/13/2022 20:05,,472,0.254
,6/13/2022 20:11,,473,0.254
,6/13/2022 20:17,,474,0.254
,6/13/2022 20:22,,475,0.254
,6/13/2022 20:29,,476,0.254
,6/13/2022 20:37,,477,0.254
,6/13/2022 20:46,,478,0.254
,6/13/2022 20:53,,479,0.254
,6/13/2022 21:00,5.141,,
,6/13/2022 21:03,,480,0.254
,6/13/2022 21:11,,481,0.254
,6/13/2022 21:21,,482,0.254
,6/13/2022 21:29,,483,0.254
,6/13/2022 21:36,,484,0.254
,6/13/2022 21:43,,485,0.254
,6/13/2022 21:52,,486,0.254
,6/13/2022 21:58,,487,0.254
,6/13/2022 22:00,4.831,,
,6/13/2022 22:09,,488,0.254
,6/13/2022 22:19,,489,0.254
,6/13/2022 22:29,,490,0.254
,6/13/2022 22:35,,491,0.254
,6/13/2022 22:40,,492,0.254
,6/13/2022 22:46,,493,0.254
,6/13/2022 22:53,,494,0.254
,6/13/2022 22:58,,495,0.254
,6/13/2022 23:00,4.934,,
,6/13/2022 23:05,,496,0.254
,6/13/2022 23:13,,497,0.254
,6/13/2022 23:30,,498,0.254
,6/13/2022 23:41,,499,0.254
,6/14/2022 0:00,5.037,,
,6/14/2022 0:00,,500,0.254
,6/14/2022 0:13,,501,0.254
,6/14/2022 0:29,,502,0.254
,6/14/2022 0:37,,503,0.254
,6/14/2022 0:55,,504,0.254
,6/14/2022 1:00,4.934,,
,6/14/2022 1:12,,505,0.254
,6/14/2022 1:35,,506,0.254
,6/14/2022 1:54,,507,0.254
,6/14/2022 2:00,4.623,,
,6/14/2022 2:04,,508,0.254
,6/14/2022 2:15,,509,0.254
,6/14/2022 2:29,,510,0.254
,6/14/2022 2:40,,511,0.254
,6/14/2022 2:51,,512,0.254
,6/14/2022 3:00,4.415,,
,6/14/2022 3:00,,513,0.254
,6/14/2022 3:12,,514,0.254
,6/14/2022 3:18,,515,0.254
,6/14/2022 3:27,,516,0.254
,6/14/2022 3:39,,517,0.254
,6/14/2022 4:00,4.311,,
,6/14/2022 4:02,,518,0.254
,6/14/2022 4:19,,519,0.254
,6/14/2022 4:28,,520,0.254
,6/14/2022 4:38,,521,0.254
,6/14/2022 4:52,,522,0.254
,6/14/2022 5:00,4.207,,
,6/14/2022 5:02,,523,0.254
,6/14/2022 5:22,,524,0.254
,6/14/2022 5:34,,525,0.254
,6/14/2022 5:43,,526,0.254
,6/14/2022 5:49,,527,0.254
,6/14/2022 6:00,4.311,,
,6/14/2022 6:07,,528,0.254
,6/14/2022 6:15,,529,0.254
,6/14/2022 6:33,,530,0.254
,6/14/2022 6:54,,531,0.254
,6/14/2022 7:00,4.311,,
,6/14/2022 7:06,,532,0.254
,6/14/2022 7:23,,533,0.254
,6/14/2022 8:00,5.037,,
,6/14/2022 8:01,,534,0.254
,6/14/2022 8:21,,535,0.254
,6/14/2022 8:46,,536,0.254
,6/14/2022 9:00,5.552,,
,6/14/2022 9:18,,537,0.254
,6/14/2022 10:00,7.179,,
,6/14/2022 10:10,,538,0.254
,6/14/2022 10:40,,539,0.254
,6/14/2022 11:00,6.37,,
,6/14/2022 11:07,,540,0.254
,6/14/2022 11:42,,541,0.254
,6/14/2022 12:00,6.674,,
,6/14/2022 13:00,7.481,,
,6/14/2022 14:00,8.082,,
,6/14/2022 15:00,9.077,,
,6/14/2022 16:00,8.481,,
,6/14/2022 17:00,8.481,,
,6/14/2022 18:00,8.481,,
,6/14/2022 19:00,8.282,,
,6/14/2022 20:00,7.381,,
,6/14/2022 21:00,5.86,,
,6/14/2022 22:00,5.244,,
,6/14/2022 23:00,5.45,,
,6/15/2022 0:00,5.552,,
,6/15/2022 1:00,4.519,,
,6/15/2022 2:00,3.683,,
,6/15/2022 3:00,3.472,,
,6/15/2022 4:00,3.367,,
,6/15/2022 5:00,3.261,,
,6/15/2022 6:00,4.415,,
,6/15/2022 7:00,7.079,,
,6/15/2022 8:00,10.063,,
,6/15/2022 9:00,15.951,,
,6/15/2022 10:00,17.189,,
,6/15/2022 11:00,23.1,,
,6/15/2022 12:00,24.835,,
,6/15/2022 13:00,25.61,,
,6/15/2022 14:00,23.869,,
,6/15/2022 15:00,23.677,,
,6/15/2022 16:00,23.869,,
,6/15/2022 17:00,20.71,,
,6/15/2022 18:00,15.951,,
,6/15/2022 19:00,13.173,,
,6/15/2022 20:00,10.944,,
,6/15/2022 21:00,9.768,,
,6/15/2022 22:00,9.176,,
,6/15/2022 23:00,8.879,,
,6/16/2022 0:00,7.682,,
,6/16/2022 1:00,7.179,,
,6/16/2022 2:00,7.079,,
,6/16/2022 3:00,7.381,,
,6/16/2022 4:00,7.682,,
,6/16/2022 5:00,7.882,,
,6/16/2022 6:00,8.978,,
,6/16/2022 7:00,10.161,,
,6/16/2022 8:00,13.365,,
,6/16/2022 9:00,16.141,,
,6/16/2022 10:00,23.1,,
,6/16/2022 11:00,26,,
,6/16/2022 12:00,29.752,,
,6/16/2022 13:00,23.484,,
,6/16/2022 14:00,19.472,,
,6/16/2022 14:16,,542,0.254
,6/16/2022 15:00,18.806,,
,6/16/2022 15:38,,543,0.254
,6/16/2022 16:00,14.709,,
,6/16/2022 16:06,,544,0.254
,6/16/2022 17:00,14.134,,
,6/16/2022 18:00,13.461,,
,6/16/2022 19:00,12.013,,
,6/16/2022 20:00,9.866,,
,6/16/2022 21:00,8.082,,
,6/16/2022 22:00,7.381,,
,6/16/2022 23:00,7.582,,
,6/17/2022 0:00,7.582,,
,6/17/2022 1:00,7.582,,
,6/17/2022 2:00,6.978,,
,6/17/2022 3:00,5.86,,
,6/17/2022 4:00,5.86,,
,6/17/2022 5:00,6.064,,
,6/17/2022 6:00,6.471,,
,6/17/2022 7:00,8.581,,
,6/17/2022 8:00,11.625,,
,6/17/2022 9:00,15.951,,
,6/17/2022 10:00,26.39,,
,6/17/2022 11:00,32.291,,
,6/17/2022 12:00,32.911,,
,6/17/2022 13:00,25.61,,
,6/17/2022 14:00,20.043,,
,6/17/2022 15:00,20.424,,
,6/17/2022 16:00,20.329,,
,6/17/2022 17:00,18.426,,
,6/17/2022 18:00,16.046,,
,6/17/2022 19:00,14.038,,
,6/17/2022 20:00,11.334,,
,6/17/2022 21:00,9.275,,
,6/17/2022 22:00,8.581,,
,6/17/2022 23:00,8.382,,
,6/18/2022 0:00,8.481,,
,6/18/2022 1:00,8.581,,
,6/18/2022 2:00,8.481,,
,6/18/2022 3:00,8.481,,
,6/18/2022 4:00,8.082,,
,6/18/2022 5:00,8.082,,
,6/18/2022 6:00,8.082,,
,6/18/2022 7:00,8.581,,
,6/18/2022 8:00,11.431,,
,6/18/2022 9:00,18.045,,
,6/18/2022 10:00,30.963,,
,6/18/2022 11:00,28.258,,
,6/18/2022 12:00,26.195,,
,6/18/2022 13:00,24.641,,
,6/18/2022 14:00,17.95,,
,6/18/2022 15:00,19.853,,
,6/18/2022 16:00,21.855,,
,6/18/2022 17:00,22.046,,
,6/18/2022 18:00,16.808,,
,6/18/2022 19:00,13.076,,
,6/18/2022 20:00,10.259,,
,6/18/2022 21:00,8.779,,
,6/18/2022 22:00,8.581,,
,6/18/2022 23:00,8.481,,
,6/19/2022 0:00,8.182,,
,6/19/2022 0:29,,545,0.254
,6/19/2022 1:00,7.882,,
,6/19/2022 2:00,7.28,,
,6/19/2022 3:00,7.28,,
,6/19/2022 3:25,,546,0.254
,6/19/2022 4:00,7.179,,
,6/19/2022 5:00,7.28,,
,6/19/2022 6:00,8.382,,
,6/19/2022 7:00,10.259,,
,6/19/2022 8:00,13.365,,
,6/19/2022 9:00,16.523,,
,6/19/2022 10:00,19.187,,
,6/19/2022 11:00,17.76,,
,6/19/2022 11:47,,547,0.254
,6/19/2022 12:00,14.23,,
,6/19/2022 13:00,18.236,,
,6/19/2022 14:00,16.713,,
,6/19/2022 15:00,25.416,,
,6/19/2022 16:00,26.977,,
,6/19/2022 17:00,23.292,,
,6/19/2022 18:00,14.709,,
,6/19/2022 19:00,10.553,,
,6/19/2022 20:00,8.68,,
,6/19/2022 21:00,7.079,,
,6/19/2022 22:00,6.268,,
,6/19/2022 23:00,5.86,,
,6/20/2022 0:00,5.552,,
,6/20/2022 1:00,5.655,,
,6/20/2022 2:00,6.37,,
,6/20/2022 3:00,6.674,,
,6/20/2022 4:00,5.86,,
,6/20/2022 5:00,5.45,,
,6/20/2022 6:00,6.37,,
,6/20/2022 7:00,9.571,,
,6/20/2022 8:00,11.041,,
,6/20/2022 9:00,15.569,,
,6/20/2022 10:00,25.708,,
,6/20/2022 11:00,23.196,,
,6/20/2022 11:44,,548,0.254
,6/20/2022 11:44,,549,0.254
,6/20/2022 11:45,,550,0.254
,6/20/2022 11:45,,551,0.254
,6/20/2022 11:46,,552,0.254
,6/20/2022 11:47,,553,0.254
,6/20/2022 11:48,,554,0.254
,6/20/2022 11:49,,555,0.254
,6/20/2022 11:50,,556,0.254
,6/20/2022 11:51,,557,0.254
,6/20/2022 12:00,18.901,,
,6/20/2022 12:00,,558,0.254
,6/20/2022 13:00,23.004,,
,6/20/2022 14:00,24.351,,
,6/20/2022 15:00,32.188,,
,6/20/2022 16:00,34.796,,
,6/20/2022 17:00,23.966,,
,6/20/2022 18:00,19.948,,
,6/20/2022 19:00,17.094,,
,6/20/2022 20:00,12.98,,
,6/20/2022 21:00,10.161,,
,6/20/2022 22:00,9.077,,
,6/20/2022 23:00,8.382,,
,6/21/2022 0:00,7.782,,
,6/21/2022 1:00,7.381,,
,6/21/2022 2:00,6.978,,
,6/21/2022 3:00,6.674,,
,6/21/2022 4:00,6.471,,
,6/21/2022 5:00,6.877,,
,6/21/2022 6:00,7.481,,
,6/21/2022 7:00,8.282,,
,6/21/2022 8:00,10.846,,
,6/21/2022 9:00,16.237,,
,6/21/2022 10:00,29.452,,
,6/21/2022 11:00,31.983,,
,6/21/2022 12:00,37.165,,
,6/21/2022 13:00,35.864,,
,6/21/2022 14:00,32.188,,
,6/21/2022 15:00,27.764,,
,6/21/2022 16:00,22.333,,
,6/21/2022 17:00,19.377,,
,6/21/2022 18:00,17.475,,
,6/21/2022 19:00,15.855,,
,6/21/2022 20:00,14.9,,
,6/21/2022 21:00,13.942,,
,6/21/2022 22:00,12.883,,
,6/21/2022 23:00,11.916,,
,6/22/2022 0:00,11.139,,
,6/22/2022 1:00,10.944,,
,6/22/2022 2:00,10.846,,
,6/22/2022 3:00,10.846,,
,6/22/2022 3:25,,559,0.254
,6/22/2022 4:00,10.357,,
,6/22/2022 5:00,10.161,,
,6/22/2022 6:00,10.161,,
,6/22/2022 6:05,,560,0.254
,6/22/2022 7:00,10.748,,
,6/22/2022 8:00,11.528,,
,6/22/2022 9:00,13.461,,
,6/22/2022 10:00,16.046,,
,6/22/2022 11:00,23.484,,
,6/22/2022 12:00,32.911,,
,6/22/2022 13:00,33.014,,
,6/22/2022 14:00,30.862,,
,6/22/2022 15:00,33.014,,
,6/22/2022 16:00,35.009,,
,6/22/2022 17:00,25.416,,
,6/22/2022 17:05,,561,0.254
,6/22/2022 17:07,,562,0.254
,6/22/2022 17:07,,563,0.254
,6/22/2022 17:08,,564,0.254
,6/22/2022 17:08,,565,0.254
,6/22/2022 17:09,,566,0.254
,6/22/2022 17:09,,567,0.254
,6/22/2022 17:10,,568,0.254
,6/22/2022 17:10,,569,0.254
,6/22/2022 17:11,,570,0.254
,6/22/2022 17:11,,571,0.254
,6/22/2022 17:12,,572,0.254
,6/22/2022 17:13,,573,0.254
,6/22/2022 17:14,,574,0.254
,6/22/2022 17:14,,575,0.254
,6/22/2022 17:17,,576,0.254
,6/22/2022 17:33,,577,0.254
,6/22/2022 17:54,,578,0.254
,6/22/2022 18:00,14.325,,
,6/22/2022 18:25,,579,0.254
,6/22/2022 18:27,,580,0.254
,6/22/2022 18:39,,581,0.254
,6/22/2022 18:41,,582,0.254
,6/22/2022 18:43,,583,0.254
,6/22/2022 18:44,,584,0.254
,6/22/2022 18:46,,585,0.254
,6/22/2022 18:46,,586,0.254
,6/22/2022 18:48,,587,0.254
,6/22/2022 18:55,,588,0.254
,6/22/2022 19:00,12.497,,
,6/22/2022 19:08,,589,0.254
,6/22/2022 19:10,,590,0.254
,6/22/2022 19:10,,591,0.254
,6/22/2022 19:10,,592,0.254
,6/22/2022 19:11,,593,0.254
,6/22/2022 19:11,,594,0.254
,6/22/2022 19:12,,595,0.254
,6/22/2022 19:13,,596,0.254
,6/22/2022 19:14,,597,0.254
,6/22/2022 19:15,,598,0.254
,6/22/2022 19:15,,599,0.254
,6/22/2022 19:16,,600,0.254
,6/22/2022 19:16,,601,0.254
,6/22/2022 19:16,,602,0.254
,6/22/2022 19:16,,603,0.254
,6/22/2022 19:17,,604,0.254
,6/22/2022 19:17,,605,0.254
,6/22/2022 19:17,,606,0.254
,6/22/2022 19:18,,607,0.254
,6/22/2022 19:19,,608,0.254
,6/22/2022 19:39,,609,0.254
,6/22/2022 19:41,,610,0.254
,6/22/2022 19:44,,611,0.254
,6/22/2022 20:00,10.748,,
,6/22/2022 20:44,,612,0.254
,6/22/2022 21:00,9.866,,
,6/22/2022 22:00,8.978,,
,6/22/2022 23:00,8.481,,
,6/23/2022 0:00,7.983,,
,6/23/2022 1:00,7.682,,
,6/23/2022 2:00,7.481,,
,6/23/2022 3:00,7.481,,
,6/23/2022 4:00,6.471,,
,6/23/2022 5:00,5.86,,
,6/23/2022 6:00,5.244,,
,6/23/2022 7:00,6.573,,
,6/23/2022 8:00,7.882,,
,6/23/2022 9:00,11.819,,
,6/23/2022 10:00,20.138,,
,6/23/2022 11:00,20.71,,
,6/23/2022 12:00,28.456,,
,6/23/2022 13:00,31.268,,
,6/23/2022 14:00,32.6,,
,6/23/2022 15:00,33.222,,
,6/23/2022 16:00,31.37,,
,6/23/2022 17:00,26.292,,
,6/23/2022 18:00,14.804,,
,6/23/2022 19:00,9.571,,
,6/23/2022 20:00,7.28,,
,6/23/2022 21:00,5.552,,
,6/23/2022 22:00,4.415,,
,6/23/2022 23:00,3.788,,
,6/24/2022 0:00,3.155,,
,6/24/2022 1:00,2.943,,
,6/24/2022 2:00,3.578,,
,6/24/2022 3:00,4.207,,
,6/24/2022 4:00,4.311,,
,6/24/2022 5:00,4.519,,
,6/24/2022 6:00,5.244,,
,6/24/2022 6:03,,613,0.254
,6/24/2022 7:00,7.481,,
,6/24/2022 8:00,8.978,,
,6/24/2022 9:00,9.571,,
,6/24/2022 10:00,16.999,,
,6/24/2022 11:00,26.585,,
,6/24/2022 12:00,33.535,,
,6/24/2022 13:00,37.824,,
,6/24/2022 14:00,30.558,,
,6/24/2022 15:00,27.665,,
,6/24/2022 16:00,25.708,,
,6/24/2022 17:00,32.704,,
,6/24/2022 18:00,20.71,,
,6/24/2022 19:00,14.325,,
,6/24/2022 20:00,11.139,,
,6/24/2022 21:00,8.978,,
,6/24/2022 22:00,8.182,,
,6/24/2022 23:00,7.582,,
,6/25/2022 0:00,6.978,,
,6/25/2022 1:00,6.471,,
,6/25/2022 2:00,6.064,,
,6/25/2022 3:00,5.655,,
,6/25/2022 4:00,5.244,,
,6/25/2022 5:00,5.141,,
,6/25/2022 6:00,5.347,,
,6/25/2022 7:00,5.757,,
,6/25/2022 8:00,7.782,,
,6/25/2022 9:00,15.569,,
,6/25/2022 10:00,29.752,,
,6/25/2022 11:00,38.046,,
,6/25/2022 12:00,41.108,,
,6/25/2022 13:00,37.935,,
,6/25/2022 14:00,35.542,,
,6/25/2022 15:00,29.953,,
,6/25/2022 16:00,25.416,,
,6/25/2022 17:00,36.295,,
,6/25/2022 18:00,21.569,,
,6/25/2022 19:00,15.569,,
,6/25/2022 20:00,13.076,,
,6/25/2022 21:00,11.625,,
,6/25/2022 22:00,10.748,,
,6/25/2022 23:00,9.965,,
,6/26/2022 0:00,9.373,,
,6/26/2022 1:00,8.68,,
,6/26/2022 2:00,8.182,,
,6/26/2022 3:00,7.682,,
,6/26/2022 4:00,7.381,,
,6/26/2022 5:00,7.381,,
,6/26/2022 6:00,7.582,,
,6/26/2022 7:00,7.882,,
,6/26/2022 8:00,9.866,,
,6/26/2022 9:00,16.523,,
,6/26/2022 10:00,31.983,,
,6/26/2022 11:00,38.826,,
,6/26/2022 12:00,42.401,,
,6/26/2022 13:00,44.58,,
,6/26/2022 14:00,45.956,,
,6/26/2022 15:00,46.722,,
,6/26/2022 16:00,47.629,,
,6/26/2022 17:00,43.844,,
,6/26/2022 18:00,26.292,,
,6/26/2022 19:00,19.282,,
,6/26/2022 20:00,16.237,,
,6/26/2022 21:00,14.709,,
,6/26/2022 22:00,13.654,,
,6/26/2022 23:00,12.98,,
,6/27/2022 0:00,12.207,,
,6/27/2022 1:00,11.431,,
,6/27/2022 2:00,10.944,,
,6/27/2022 3:00,10.553,,
,6/27/2022 4:00,10.063,,
,6/27/2022 5:00,10.063,,
,6/27/2022 6:00,10.161,,
,6/27/2022 7:00,10.455,,
,6/27/2022 8:00,12.401,,
,6/27/2022 9:00,18.996,,
,6/27/2022 10:00,34.163,,
,6/27/2022 11:00,41.81,,
,6/27/2022 12:00,45.577,,
,6/27/2022 13:00,47.238,,
,6/27/2022 14:00,44.089,,
,6/27/2022 15:00,35.649,,
,6/27/2022 16:00,36.62,,
,6/27/2022 17:00,42.998,,
,6/27/2022 18:00,27.075,,
,6/27/2022 19:00,20.329,,
,6/27/2022 20:00,17.76,,
,6/27/2022 21:00,16.237,,
,6/27/2022 22:00,15.282,,
,6/27/2022 23:00,14.325,,
,6/28/2022 0:00,13.942,,
,6/28/2022 1:00,13.558,,
,6/28/2022 2:00,13.269,,
,6/28/2022 3:00,13.076,,
,6/28/2022 4:00,12.69,,
,6/28/2022 5:00,13.461,,
,6/28/2022 6:00,14.134,,
,6/28/2022 7:00,16.141,,
,6/28/2022 8:00,18.711,,
,6/28/2022 9:00,18.521,,
,6/28/2022 10:00,19.377,,
,6/28/2022 11:00,26.781,,
,6/28/2022 12:00,34.268,,
,6/28/2022 13:00,33.118,,
,6/28/2022 13:30,,614,0.254
,6/28/2022 13:35,,615,0.254
,6/28/2022 14:00,27.272,,
,6/28/2022 15:00,30.154,,
,6/28/2022 16:00,31.676,,
,6/28/2022 17:00,33.848,,
,6/28/2022 18:00,22.908,,
,6/28/2022 19:00,19.567,,
,6/28/2022 20:00,18.14,,
,6/28/2022 21:00,16.141,,
,6/28/2022 22:00,13.846,,
,6/28/2022 23:00,12.304,,
,6/29/2022 0:00,12.69,,
,6/29/2022 1:00,12.69,,
,6/29/2022 2:00,11.916,,
,6/29/2022 3:00,10.846,,
,6/29/2022 4:00,11.334,,
,6/29/2022 5:00,10.455,,
,6/29/2022 6:00,11.041,,
,6/29/2022 7:00,12.69,,
,6/29/2022 8:00,14.038,,
,6/29/2022 9:00,15.664,,
,6/29/2022 10:00,19.948,,
,6/29/2022 11:00,18.901,,
,6/29/2022 12:00,18.616,,
,6/29/2022 13:00,20.424,,
,6/29/2022 14:00,26.585,,
,6/29/2022 15:00,21.76,,
,6/29/2022 16:00,24.641,,
,6/29/2022 17:00,24.448,,
,6/29/2022 18:00,18.236,,
,6/29/2022 19:00,13.846,,
,6/29/2022 20:00,12.013,,
,6/29/2022 21:00,9.373,,
,6/29/2022 22:00,8.182,,
,6/29/2022 23:00,7.481,,
,6/30/2022 0:00,7.079,,
,6/30/2022 1:00,6.674,,
,6/30/2022 2:00,6.37,,
,6/30/2022 3:00,5.86,,
,6/30/2022 4:00,5.347,,
,6/30/2022 5:00,5.244,,
,6/30/2022 6:00,5.552,,
,6/30/2022 7:00,6.064,,
,6/30/2022 8:00,7.882,,
,6/30/2022 9:00,13.75,,
,6/30/2022 10:00,28.953,,
,6/30/2022 11:00,37.494,,
,6/30/2022 12:00,41.225,,
,6/30/2022 13:00,41.575,,
,6/30/2022 14:00,43.723,,
,6/30/2022 15:00,34.903,,
,6/30/2022 16:00,26.585,,
,6/30/2022 17:00,33.848,,
,6/30/2022 18:00,23.966,,
,6/30/2022 19:00,18.236,,
,6/30/2022 20:00,15.091,,
,6/30/2022 21:00,13.173,,
,6/30/2022 22:00,11.916,,
,6/30/2022 23:00,11.041,,
,7/1/2022 0:00,10.455,,
,7/1/2022 1:00,9.866,,
,7/1/2022 2:00,9.275,,
,7/1/2022 3:00,8.779,,
,7/1/2022 4:00,8.481,,
,7/1/2022 5:00,8.481,,
,7/1/2022 6:00,8.68,,
,7/1/2022 7:00,8.978,,
,7/1/2022 8:00,10.846,,
,7/1/2022 9:00,16.808,,
,7/1/2022 10:00,31.676,,
,7/1/2022 11:00,40.415,,
,7/1/2022 12:00,43.118,,
,7/1/2022 13:00,38.49,,
,7/1/2022 14:00,45.326,,
,7/1/2022 15:00,38.602,,
,7/1/2022 16:00,31.064,,
,7/1/2022 17:00,32.807,,
,7/1/2022 18:00,22.812,,
,7/1/2022 19:00,17.95,,
,7/1/2022 20:00,15.282,,
,7/1/2022 21:00,13.654,,
,7/1/2022 22:00,12.69,,
,7/1/2022 23:00,12.207,,
,7/2/2022 0:00,11.625,,
,7/2/2022 1:00,11.139,,
,7/2/2022 2:00,10.651,,
,7/2/2022 3:00,10.161,,
,7/2/2022 4:00,9.866,,
,7/2/2022 5:00,9.768,,
,7/2/2022 6:00,9.866,,
,7/2/2022 7:00,10.161,,
,7/2/2022 8:00,12.11,,
,7/2/2022 9:00,17.95,,
,7/2/2022 10:00,31.064,,
,7/2/2022 11:00,38.826,,
,7/2/2022 12:00,33.848,,
,7/2/2022 13:00,45.452,,
,7/2/2022 14:00,47.76,,
,7/2/2022 15:00,42.164,,
,7/2/2022 16:00,42.639,,
,7/2/2022 17:00,40.415,,
,7/2/2022 18:00,26.488,,
,7/2/2022 19:00,20.234,,
,7/2/2022 20:00,17.57,,
,7/2/2022 21:00,15.951,,
,7/2/2022 22:00,15.282,,
,7/2/2022 23:00,14.9,,
,7/3/2022 0:00,15.473,,
,7/3/2022 1:00,15.664,,
,7/3/2022 2:00,15.378,,
,7/3/2022 3:00,15.091,,
,7/3/2022 4:00,15.378,,
,7/3/2022 5:00,15.569,,
,7/3/2022 6:00,16.046,,
,7/3/2022 7:00,16.332,,
,7/3/2022 7:13,,616,0.254
,7/3/2022 7:15,,617,0.254
,7/3/2022 7:19,,618,0.254
,7/3/2022 7:24,,619,0.254
,7/3/2022 8:00,13.846,,
,7/3/2022 8:15,,620,0.254
,7/3/2022 8:16,,621,0.254
,7/3/2022 8:18,,622,0.254
,7/3/2022 8:23,,623,0.254
,7/3/2022 8:35,,624,0.254
,7/3/2022 8:35,,625,0.254
,7/3/2022 8:35,,626,0.254
,7/3/2022 8:36,,627,0.254
,7/3/2022 8:43,,628,0.254
,7/3/2022 9:00,13.365,,
,7/3/2022 10:00,14.709,,
,7/3/2022 10:58,,629,0.254
,7/3/2022 11:00,14.325,,
,7/3/2022 11:05,,630,0.254
,7/3/2022 11:41,,631,0.254
,7/3/2022 12:00,16.046,,
,7/3/2022 13:00,19.377,,
,7/3/2022 14:00,22.621,,
,7/3/2022 15:00,20.424,,
,7/3/2022 15:47,,632,0.254
,7/3/2022 15:49,,633,0.254
,7/3/2022 15:51,,634,0.254
,7/3/2022 16:00,16.713,,
,7/3/2022 16:00,,635,0.254
,7/3/2022 16:05,,636,0.254
,7/3/2022 16:10,,637,0.254
,7/3/2022 16:14,,638,0.254
,7/3/2022 16:18,,639,0.254
,7/3/2022 16:21,,640,0.254
,7/3/2022 16:30,,641,0.254
,7/3/2022 16:34,,642,0.254
,7/3/2022 16:40,,643,0.254
,7/3/2022 16:44,,644,0.254
,7/3/2022 16:47,,645,0.254
,7/3/2022 16:50,,646,0.254
,7/3/2022 16:53,,647,0.254
,7/3/2022 17:00,13.269,,
,7/3/2022 17:00,,648,0.254
,7/3/2022 17:07,,649,0.254
,7/3/2022 17:14,,650,0.254
,7/3/2022 17:23,,651,0.254
,7/3/2022 17:36,,652,0.254
,7/3/2022 17:44,,653,0.254
,7/3/2022 17:52,,654,0.254
,7/3/2022 18:00,12.69,,
,7/3/2022 19:00,12.69,,
,7/3/2022 20:00,11.334,,
,7/3/2022 21:00,10.748,,
,7/3/2022 22:00,10.651,,
,7/3/2022 23:00,10.553,,
,7/4/2022 0:00,10.455,,
,7/4/2022 1:00,10.161,,
,7/4/2022 2:00,9.866,,
,7/4/2022 3:00,9.669,,
,7/4/2022 3:13,,655,0.254
,7/4/2022 4:00,9.176,,
,7/4/2022 5:00,9.275,,
,7/4/2022 6:00,10.259,,
,7/4/2022 7:00,12.207,,
,7/4/2022 8:00,15.473,,
,7/4/2022 9:00,16.903,,
,7/4/2022 10:00,20.138,,
,7/4/2022 10:25,,656,0.254
,7/4/2022 10:27,,657,0.254
,7/4/2022 10:27,,658,0.254
,7/4/2022 10:29,,659,0.254
,7/4/2022 10:33,,660,0.254
,7/4/2022 10:35,,661,0.254
,7/4/2022 10:35,,662,0.254
,7/4/2022 10:36,,663,0.254
,7/4/2022 10:38,,664,0.254
,7/4/2022 10:45,,665,0.254
,7/4/2022 10:49,,666,0.254
,7/4/2022 10:52,,667,0.254
,7/4/2022 10:58,,668,0.254
,7/4/2022 11:00,13.942,,
,7/4/2022 11:00,,669,0.254
,7/4/2022 11:01,,670,0.254
,7/4/2022 11:02,,671,0.254
,7/4/2022 11:04,,672,0.254
,7/4/2022 11:35,,673,0.254
,7/4/2022 12:00,14.613,,
