"TOA5","Seed22","CR1000X","12231","CR1000X.Std.03.02","CPU:SEED22.CR1X","58640","RainEvent"
"TIMESTAMP","RECORD","Rain_TB_Tot"
"TS","RN","mm"
"","","Tot"
"2022-06-09 17:30:50",184,0.1
"2022-06-09 17:34:10",185,0.1
"2022-06-09 17:39:00",186,0.1
"2022-06-09 17:43:20",187,0.1
"2022-06-09 17:47:20",188,0.1
"2022-06-09 17:51:00",189,0.1
"2022-06-09 17:54:40",190,0.1
"2022-06-09 17:57:00",191,0.1
"2022-06-09 18:01:00",192,0.1
"2022-06-09 18:04:00",193,0.1
"2022-06-09 18:06:40",194,0.1
"2022-06-09 18:09:30",195,0.1
"2022-06-09 18:13:40",196,0.1
"2022-06-09 18:17:40",197,0.1
"2022-06-09 18:23:00",198,0.1
"2022-06-09 18:30:00",199,0.1
"2022-06-09 18:38:50",200,0.1
"2022-06-09 18:46:50",201,0.1
"2022-06-09 18:53:10",202,0.1
"2022-06-09 18:58:20",203,0.1
"2022-06-09 19:02:40",204,0.1
"2022-06-09 19:07:20",205,0.1
"2022-06-09 19:11:50",206,0.1
"2022-06-09 19:13:20",207,0.1
"2022-06-09 19:15:00",208,0.1
"2022-06-09 19:16:40",209,0.1
"2022-06-09 19:19:00",210,0.1
"2022-06-09 19:22:00",211,0.1
"2022-06-09 19:25:10",212,0.1
"2022-06-09 19:29:00",213,0.1
"2022-06-09 19:32:20",214,0.1
"2022-06-09 19:35:50",215,0.1
"2022-06-09 19:40:10",216,0.1
"2022-06-09 19:45:30",217,0.1
"2022-06-09 19:49:40",218,0.1
"2022-06-09 19:54:20",219,0.1
"2022-06-09 19:57:40",220,0.1
"2022-06-09 20:00:10",221,0.1
"2022-06-09 20:03:00",222,0.1
"2022-06-09 20:05:40",223,0.1
"2022-06-09 20:08:40",224,0.1
"2022-06-09 20:11:40",225,0.1
"2022-06-09 20:14:20",226,0.1
"2022-06-09 20:16:40",227,0.1
"2022-06-09 20:18:50",228,0.1
"2022-06-09 20:20:50",229,0.1
"2022-06-09 20:23:00",230,0.1
"2022-06-09 20:25:10",231,0.1
"2022-06-09 20:27:30",232,0.1
"2022-06-09 20:30:00",233,0.1
"2022-06-09 20:32:40",234,0.1
"2022-06-09 20:35:20",235,0.1
"2022-06-09 20:38:00",236,0.1
"2022-06-09 20:40:40",237,0.1
"2022-06-09 20:43:50",238,0.1
"2022-06-09 20:47:10",239,0.1
"2022-06-09 20:50:00",240,0.1
"2022-06-09 20:54:30",241,0.1
"2022-06-09 20:58:20",242,0.1
"2022-06-09 21:00:50",243,0.1
"2022-06-09 21:03:00",244,0.1
"2022-06-09 21:07:20",245,0.1
"2022-06-09 21:10:40",246,0.1
"2022-06-09 21:13:00",247,0.1
"2022-06-09 21:15:10",248,0.1
"2022-06-09 21:17:30",249,0.1
"2022-06-09 21:20:40",250,0.1
"2022-06-09 21:23:40",251,0.1
"2022-06-09 21:25:40",252,0.1
"2022-06-09 21:28:00",253,0.1
"2022-06-09 21:31:10",254,0.1
"2022-06-09 21:33:40",255,0.1
"2022-06-09 21:36:00",256,0.1
"2022-06-09 21:38:10",257,0.1
"2022-06-09 21:40:40",258,0.1
"2022-06-09 21:43:30",259,0.1
"2022-06-09 21:46:20",260,0.1
"2022-06-09 21:48:40",261,0.1
"2022-06-09 21:50:40",262,0.1
"2022-06-09 21:53:00",263,0.1
"2022-06-09 21:54:50",264,0.1
"2022-06-09 21:56:50",265,0.1
"2022-06-09 21:58:30",266,0.1
"2022-06-09 22:00:10",267,0.1
"2022-06-09 22:01:50",268,0.1
"2022-06-09 22:03:10",269,0.1
"2022-06-09 22:04:30",270,0.1
"2022-06-09 22:06:10",271,0.1
"2022-06-09 22:07:50",272,0.1
"2022-06-09 22:09:10",273,0.1
"2022-06-09 22:10:10",274,0.1
"2022-06-09 22:11:10",275,0.1
"2022-06-09 22:12:30",276,0.1
"2022-06-09 22:13:50",277,0.1
"2022-06-09 22:14:40",278,0.1
"2022-06-09 22:15:30",279,0.1
"2022-06-09 22:16:20",280,0.1
"2022-06-09 22:17:20",281,0.1
"2022-06-09 22:18:50",282,0.1
"2022-06-09 22:20:30",283,0.1
"2022-06-09 22:22:00",284,0.1
"2022-06-09 22:23:30",285,0.1
"2022-06-09 22:25:30",286,0.1
"2022-06-09 22:28:10",287,0.1
"2022-06-09 22:31:00",288,0.1
"2022-06-09 22:34:40",289,0.1
"2022-06-09 22:38:00",290,0.1
"2022-06-09 22:41:40",291,0.1
"2022-06-09 22:46:30",292,0.1
"2022-06-09 22:49:10",293,0.1
"2022-06-09 22:52:10",294,0.1
"2022-06-09 22:54:20",295,0.1
"2022-06-09 22:56:40",296,0.1
"2022-06-09 22:59:20",297,0.1
"2022-06-09 23:01:40",298,0.1
"2022-06-09 23:04:20",299,0.1
"2022-06-09 23:07:20",300,0.1
"2022-06-09 23:10:00",301,0.1
"2022-06-09 23:13:10",302,0.1
"2022-06-09 23:16:40",303,0.1
"2022-06-09 23:19:40",304,0.1
"2022-06-09 23:23:10",305,0.1
"2022-06-09 23:26:10",306,0.1
"2022-06-09 23:28:50",307,0.1
"2022-06-09 23:33:20",308,0.1
"2022-06-09 23:38:50",309,0.1
"2022-06-09 23:43:50",310,0.1
"2022-06-09 23:51:10",311,0.1
"2022-06-10 00:09:00",312,0.1
"2022-06-10 00:46:50",313,0.1
"2022-06-10 02:24:40",314,0.1
"2022-06-10 20:31:10",315,0.1
"2022-06-10 20:36:20",316,0.1
"2022-06-10 20:39:30",317,0.1
"2022-06-10 20:42:10",318,0.1
"2022-06-10 20:44:10",319,0.1
"2022-06-10 20:45:50",320,0.1
"2022-06-10 20:47:50",321,0.1
"2022-06-10 20:50:10",322,0.1
"2022-06-10 20:54:10",323,0.1
"2022-06-10 21:00:00",324,0.1
"2022-06-10 21:03:30",325,0.1
"2022-06-10 21:06:30",326,0.1
"2022-06-10 21:11:00",327,0.1
"2022-06-10 21:14:00",328,0.1
"2022-06-10 21:18:20",329,0.1
"2022-06-10 21:45:10",330,0.1
"2022-06-10 21:53:50",331,0.1
"2022-06-10 21:56:10",332,0.1
"2022-06-10 21:58:40",333,0.1
"2022-06-10 22:03:10",334,0.1
"2022-06-10 22:05:20",335,0.1
"2022-06-10 22:18:20",336,0.1
"2022-06-10 22:22:20",337,0.1
"2022-06-10 22:26:30",338,0.1
"2022-06-10 22:31:30",339,0.1
"2022-06-10 22:42:00",340,0.1
"2022-06-10 22:48:30",341,0.1
"2022-06-10 22:56:50",342,0.1
"2022-06-10 23:03:10",343,0.1
"2022-06-10 23:33:30",344,0.1
"2022-06-11 00:30:30",345,0.1
"2022-06-11 00:39:40",346,0.1
"2022-06-11 00:46:20",347,0.1
"2022-06-11 00:50:20",348,0.1
"2022-06-11 00:53:20",349,0.1
"2022-06-11 00:56:40",350,0.1
"2022-06-11 01:00:00",351,0.1
"2022-06-11 01:01:30",352,0.1
"2022-06-11 01:03:00",353,0.1
"2022-06-11 01:05:10",354,0.1
"2022-06-11 01:07:00",355,0.1
"2022-06-11 01:09:30",356,0.1
"2022-06-11 01:12:00",357,0.1
"2022-06-11 01:13:50",358,0.1
"2022-06-11 01:15:30",359,0.1
"2022-06-11 01:17:10",360,0.1
"2022-06-11 01:19:50",361,0.1
"2022-06-11 01:22:10",362,0.1
"2022-06-11 01:23:50",363,0.1
"2022-06-11 01:25:40",364,0.1
"2022-06-11 01:27:10",365,0.1
"2022-06-11 01:28:50",366,0.1
"2022-06-11 01:30:20",367,0.1
"2022-06-11 01:32:20",368,0.1
"2022-06-11 01:34:50",369,0.1
"2022-06-11 01:36:40",370,0.1
"2022-06-11 01:38:30",371,0.1
"2022-06-11 01:40:20",372,0.1
"2022-06-11 01:42:20",373,0.1
"2022-06-11 01:45:40",374,0.1
"2022-06-11 01:51:40",375,0.1
"2022-06-11 02:00:40",376,0.1
"2022-06-11 02:03:40",377,0.1
"2022-06-11 02:07:20",378,0.1
"2022-06-11 02:09:30",379,0.1
"2022-06-11 02:10:50",380,0.1
"2022-06-11 02:12:00",381,0.1
"2022-06-11 02:13:00",382,0.1
"2022-06-11 02:14:10",383,0.1
"2022-06-11 02:15:10",384,0.1
"2022-06-11 02:16:00",385,0.1
"2022-06-11 02:16:50",386,0.1
"2022-06-11 02:17:50",387,0.1
"2022-06-11 02:18:40",388,0.1
"2022-06-11 02:19:30",389,0.1
"2022-06-11 02:20:30",390,0.1
"2022-06-11 02:21:30",391,0.1
"2022-06-11 02:22:30",392,0.1
"2022-06-11 02:23:40",393,0.1
"2022-06-11 02:24:50",394,0.1
"2022-06-11 02:25:50",395,0.1
"2022-06-11 02:27:00",396,0.1
"2022-06-11 02:28:20",397,0.1
"2022-06-11 02:30:20",398,0.1
"2022-06-11 02:31:50",399,0.1
"2022-06-11 02:33:00",400,0.1
"2022-06-11 02:34:40",401,0.1
"2022-06-11 02:38:00",402,0.1
"2022-06-11 02:40:50",403,0.1
"2022-06-11 02:43:40",404,0.1
"2022-06-11 02:46:50",405,0.1
"2022-06-11 02:51:20",406,0.1
"2022-06-11 03:01:50",407,0.1
"2022-06-11 03:04:10",408,0.1
"2022-06-11 03:05:30",409,0.1
"2022-06-11 03:06:50",410,0.1
"2022-06-11 03:08:30",411,0.1
"2022-06-11 03:10:00",412,0.1
"2022-06-11 03:11:30",413,0.1
"2022-06-11 03:13:30",414,0.1
"2022-06-11 03:15:20",415,0.1
"2022-06-11 03:17:00",416,0.1
"2022-06-11 03:18:20",417,0.1
"2022-06-11 03:20:20",418,0.1
"2022-06-11 03:23:10",419,0.1
"2022-06-11 03:25:20",420,0.1
"2022-06-11 03:32:20",421,0.1
"2022-06-11 03:35:50",422,0.1
"2022-06-11 03:37:30",423,0.1
"2022-06-11 03:38:50",424,0.1
"2022-06-11 03:40:10",425,0.1
"2022-06-11 03:41:00",426,0.1
"2022-06-11 03:42:00",427,0.1
"2022-06-11 03:43:10",428,0.1
"2022-06-11 03:44:00",429,0.1
"2022-06-11 03:44:50",430,0.1
"2022-06-11 03:46:20",431,0.1
"2022-06-11 03:50:10",432,0.1
"2022-06-11 03:54:10",433,0.1
"2022-06-11 04:00:00",434,0.1
"2022-06-11 04:05:00",435,0.1
"2022-06-11 04:15:50",436,0.1
"2022-06-11 04:22:00",437,0.1
"2022-06-11 04:32:10",438,0.1
"2022-06-11 04:53:40",439,0.1
"2022-06-11 04:57:20",440,0.1
"2022-06-11 05:02:50",441,0.1
"2022-06-11 05:14:40",442,0.1
"2022-06-11 05:20:20",443,0.1
"2022-06-11 05:25:50",444,0.1
"2022-06-11 05:30:30",445,0.1
"2022-06-11 05:34:30",446,0.1
"2022-06-11 05:45:10",447,0.1
"2022-06-11 06:25:40",448,0.1
"2022-06-11 07:00:30",449,0.1
"2022-06-11 07:36:00",450,0.1
"2022-06-11 07:43:10",451,0.1
"2022-06-11 07:50:50",452,0.1
"2022-06-11 07:52:30",453,0.1
"2022-06-11 07:54:20",454,0.1
"2022-06-11 07:56:00",455,0.1
"2022-06-11 07:57:40",456,0.1
"2022-06-11 07:59:50",457,0.1
"2022-06-11 08:03:00",458,0.1
"2022-06-11 08:06:20",459,0.1
"2022-06-11 08:11:40",460,0.1
"2022-06-11 08:18:30",461,0.1
"2022-06-11 08:23:40",462,0.1
"2022-06-11 08:56:10",463,0.1
"2022-06-11 09:59:40",464,0.1
"2022-06-11 10:02:20",465,0.1
"2022-06-11 10:04:40",466,0.1
"2022-06-11 10:07:10",467,0.1
"2022-06-11 10:08:20",468,0.1
"2022-06-11 10:09:00",469,0.1
"2022-06-11 10:10:00",470,0.1
"2022-06-11 10:11:10",471,0.1
"2022-06-11 10:12:10",472,0.1
"2022-06-11 10:15:20",473,0.1
"2022-06-11 10:24:10",474,0.1
"2022-06-11 10:31:10",475,0.1
"2022-06-11 13:47:10",476,0.1
"2022-06-11 13:52:50",477,0.1
"2022-06-11 13:56:30",478,0.1
"2022-06-11 13:58:40",479,0.1
"2022-06-11 14:00:30",480,0.1
"2022-06-11 14:04:10",481,0.1
"2022-06-11 16:29:00",482,0.1
"2022-06-11 16:29:30",483,0.1
"2022-06-11 16:30:20",484,0.1
"2022-06-11 16:31:30",485,0.1
"2022-06-11 16:32:10",486,0.1
"2022-06-11 16:33:00",487,0.1
"2022-06-11 16:35:50",488,0.1
"2022-06-11 18:43:20",489,0.1
"2022-06-11 18:46:40",490,0.1
"2022-06-11 18:49:40",491,0.1
"2022-06-11 18:51:40",492,0.1
"2022-06-11 18:53:00",493,0.1
"2022-06-11 18:54:00",494,0.1
"2022-06-11 18:55:10",495,0.1
"2022-06-11 18:56:10",496,0.1
"2022-06-11 18:57:00",497,0.1
"2022-06-11 18:57:50",498,0.1
"2022-06-11 18:58:50",499,0.1
"2022-06-11 18:59:40",500,0.1
"2022-06-11 19:00:30",501,0.1
"2022-06-11 19:01:00",502,0.1
"2022-06-11 19:01:30",503,0.1
"2022-06-11 19:02:10",504,0.1
"2022-06-11 19:03:00",505,0.1
"2022-06-11 19:04:00",506,0.1
"2022-06-11 19:05:00",507,0.1
"2022-06-11 19:05:40",508,0.1
"2022-06-11 19:06:10",509,0.1
"2022-06-11 19:06:50",510,0.1
"2022-06-11 19:07:30",511,0.1
"2022-06-11 19:08:10",512,0.1
"2022-06-11 19:08:30",513,0.1
"2022-06-11 19:08:50",514,0.1
"2022-06-11 19:09:30",515,0.1
"2022-06-11 19:10:10",516,0.1
"2022-06-11 19:10:40",517,0.1
"2022-06-11 19:11:20",518,0.1
"2022-06-11 19:12:00",519,0.1
"2022-06-11 19:12:40",520,0.1
"2022-06-11 19:13:10",521,0.1
"2022-06-11 19:13:50",522,0.1
"2022-06-11 19:14:40",523,0.1
"2022-06-11 19:15:30",524,0.1
"2022-06-11 19:16:10",525,0.1
"2022-06-11 19:16:40",526,0.1
"2022-06-11 19:17:10",527,0.1
"2022-06-11 19:17:40",528,0.1
"2022-06-11 19:18:20",529,0.1
"2022-06-11 19:18:50",530,0.1
"2022-06-11 19:19:20",531,0.1
"2022-06-11 19:20:00",532,0.1
"2022-06-11 19:20:40",533,0.1
"2022-06-11 19:21:30",534,0.1
"2022-06-11 19:22:10",535,0.1
"2022-06-11 19:22:50",536,0.1
"2022-06-11 19:23:30",537,0.1
"2022-06-11 19:24:10",538,0.1
"2022-06-11 19:24:40",539,0.1
"2022-06-11 19:25:20",540,0.1
"2022-06-11 19:25:50",541,0.1
"2022-06-11 19:26:30",542,0.1
"2022-06-11 19:27:10",543,0.1
"2022-06-11 19:27:50",544,0.1
"2022-06-11 19:28:30",545,0.1
"2022-06-11 19:29:20",546,0.1
"2022-06-11 19:30:00",547,0.1
"2022-06-11 19:30:50",548,0.1
"2022-06-11 19:31:30",549,0.1
"2022-06-11 19:32:10",550,0.1
"2022-06-11 19:32:50",551,0.1
"2022-06-11 19:33:20",552,0.1
"2022-06-11 19:34:00",553,0.1
"2022-06-11 19:34:50",554,0.1
"2022-06-11 19:35:20",555,0.1
"2022-06-11 19:36:00",556,0.1
"2022-06-11 19:36:40",557,0.1
"2022-06-11 19:37:40",558,0.1
"2022-06-11 19:38:50",559,0.1
"2022-06-11 19:40:10",560,0.1
"2022-06-11 19:46:00",561,0.1
"2022-06-11 20:31:00",562,0.1
"2022-06-11 20:34:20",563,0.1
"2022-06-11 20:36:00",564,0.1
"2022-06-11 20:38:00",565,0.1
"2022-06-11 20:40:10",566,0.1
"2022-06-11 20:43:40",567,0.1
"2022-06-11 20:48:00",568,0.1
"2022-06-11 20:49:10",569,0.1
"2022-06-11 20:50:00",570,0.1
"2022-06-11 20:51:10",571,0.1
"2022-06-11 20:52:20",572,0.1
"2022-06-11 20:54:00",573,0.1
"2022-06-11 20:55:40",574,0.1
"2022-06-11 20:57:10",575,0.1
"2022-06-11 20:59:30",576,0.1
"2022-06-11 21:01:40",577,0.1
"2022-06-11 21:03:40",578,0.1
"2022-06-11 21:05:10",579,0.1
"2022-06-11 21:07:00",580,0.1
"2022-06-11 21:10:00",581,0.1
"2022-06-11 21:12:00",582,0.1
"2022-06-11 21:13:30",583,0.1
"2022-06-11 21:15:00",584,0.1
"2022-06-11 21:17:00",585,0.1
"2022-06-11 21:18:40",586,0.1
"2022-06-11 21:20:00",587,0.1
"2022-06-11 21:21:10",588,0.1
"2022-06-11 21:22:10",589,0.1
"2022-06-11 21:23:10",590,0.1
"2022-06-11 21:24:10",591,0.1
"2022-06-11 21:25:20",592,0.1
"2022-06-11 21:26:10",593,0.1
"2022-06-11 21:27:10",594,0.1
"2022-06-11 21:28:10",595,0.1
"2022-06-11 21:29:10",596,0.1
"2022-06-11 21:30:10",597,0.1
"2022-06-11 21:31:10",598,0.1
"2022-06-11 21:32:10",599,0.1
"2022-06-11 21:33:00",600,0.1
"2022-06-11 21:33:40",601,0.1
"2022-06-11 21:34:30",602,0.1
"2022-06-11 21:35:20",603,0.1
"2022-06-11 21:36:30",604,0.1
"2022-06-11 21:38:30",605,0.1
"2022-06-11 21:42:00",606,0.1
"2022-06-11 21:48:40",607,0.1
"2022-06-11 22:25:50",608,0.1
"2022-06-11 22:27:00",609,0.1
"2022-06-11 22:29:10",610,0.1
"2022-06-11 22:33:00",611,0.1
"2022-06-11 22:49:00",612,0.1
"2022-06-12 05:48:30",613,0.1
"2022-06-12 07:26:30",614,0.1
"2022-06-12 07:29:40",615,0.1
"2022-06-12 07:32:50",616,0.1
"2022-06-12 07:35:50",617,0.1
"2022-06-12 07:39:20",618,0.1
"2022-06-12 07:44:20",619,0.1
"2022-06-12 09:07:10",620,0.1
"2022-06-12 09:55:40",621,0.1
"2022-06-12 10:04:00",622,0.1
"2022-06-12 10:10:00",623,0.1
"2022-06-12 10:13:20",624,0.1
"2022-06-13 03:38:20",625,0.1
"2022-06-13 03:46:00",626,0.1
"2022-06-13 03:55:30",627,0.1
"2022-06-13 04:00:50",628,0.1
"2022-06-13 04:05:40",629,0.1
"2022-06-13 04:09:30",630,0.1
"2022-06-13 04:13:50",631,0.1
"2022-06-13 04:18:10",632,0.1
"2022-06-13 04:23:30",633,0.1
"2022-06-13 04:28:30",634,0.1
"2022-06-13 04:36:20",635,0.1
"2022-06-13 04:42:30",636,0.1
"2022-06-13 04:52:00",637,0.1
"2022-06-13 04:57:40",638,0.1
"2022-06-13 05:06:00",639,0.1
"2022-06-13 05:17:00",640,0.1
"2022-06-13 05:20:20",641,0.1
"2022-06-13 05:23:40",642,0.1
"2022-06-13 05:26:30",643,0.1
"2022-06-13 05:29:20",644,0.1
"2022-06-13 05:31:50",645,0.1
"2022-06-13 05:34:20",646,0.1
"2022-06-13 05:36:20",647,0.1
"2022-06-13 05:38:10",648,0.1
"2022-06-13 05:39:50",649,0.1
"2022-06-13 05:41:30",650,0.1
"2022-06-13 05:42:50",651,0.1
"2022-06-13 05:44:20",652,0.1
"2022-06-13 05:45:50",653,0.1
"2022-06-13 05:47:00",654,0.1
"2022-06-13 05:47:50",655,0.1
"2022-06-13 05:48:30",656,0.1
"2022-06-13 05:49:10",657,0.1
"2022-06-13 05:50:00",658,0.1
"2022-06-13 05:51:20",659,0.1
"2022-06-13 05:53:10",660,0.1
"2022-06-13 05:54:40",661,0.1
"2022-06-13 05:56:50",662,0.1
"2022-06-13 05:58:50",663,0.1
"2022-06-13 06:00:50",664,0.1
"2022-06-13 06:02:30",665,0.1
"2022-06-13 06:04:10",666,0.1
"2022-06-13 06:05:50",667,0.1
"2022-06-13 06:07:30",668,0.1
"2022-06-13 06:09:20",669,0.1
"2022-06-13 06:11:40",670,0.1
"2022-06-13 06:13:30",671,0.1
"2022-06-13 06:15:40",672,0.1
"2022-06-13 06:17:50",673,0.1
"2022-06-13 06:20:00",674,0.1
"2022-06-13 06:22:10",675,0.1
"2022-06-13 06:24:10",676,0.1
"2022-06-13 06:26:30",677,0.1
"2022-06-13 06:29:50",678,0.1
"2022-06-13 06:33:50",679,0.1
"2022-06-13 06:39:50",680,0.1
"2022-06-13 06:47:10",681,0.1
"2022-06-13 06:55:10",682,0.1
"2022-06-13 07:00:20",683,0.1
"2022-06-13 07:04:20",684,0.1
"2022-06-13 07:07:50",685,0.1
"2022-06-13 07:11:20",686,0.1
"2022-06-13 07:14:40",687,0.1
"2022-06-13 07:20:20",688,0.1
